FECHA_CORTE,REGION,DEPARTAMENTO,MUNICIPIO,CATEGORIA_DEPARTAMENTO,CATEGORIA_MUNICIPIO,ORGANIZACION,TIPO_ORGANIZACION,AUTORIZO_TRATAMIENTO_DATOS,FECHA_ASESORIA,GENERO,INVERSION_TOTAL_PROYECTO,META_VIGENCIA,FECHA_VIGENCIA
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,VILLETA,ESP,6,IEDRCUNE,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,SANTANDER,SAN ANDRES,2,6,HOSTALPOSADASANMARTIN,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,MEDELLIN,ESP,ESP,RANKING SPORT SA,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN LLANO,META,PUERTO GAITAN,1,3,CONCEJO,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,AGUA DE DIOS,ESP,6,SEC EDUCACION CUNDINAMARCA,PUBLICA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,TOLEDO,ESP,6,GOBERNACION,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,TOLEDO,ESP,6,GOBERNACION,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,NARIÑO,PASTO,1,1,PREVIFAMILIA,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,EL TAMBO,3,6,ALCALDIA MUNICIPAL EL TAMBO,PUBLICA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN PACÍFICO,CAUCA,POPAYAN,3,2,ICBF REGIONAL CAUCA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,POPAYAN,3,2,ICBF REGIONAL CAUCA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,POPAYAN,3,2,ICBF REGIONAL CAUCA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,POPAYAN,3,2,ICBF REGIONAL CAUCA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,POPAYAN,3,2,ICBF REGIONAL CAUCA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,POPAYAN,3,2,ICBF REGIONAL CAUCA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,POPAYAN,3,2,ICBF REGIONAL CAUCA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,POPAYAN,3,2,ICBF REGIONAL CAUCA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CARIBE,ATLANTICO,BARRANQUILLA,1,ESP,SOLUCIONES INMOBILIARIAS AVG,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CARIBE,ATLANTICO,BARRANQUILLA,1,ESP,CORPORACION POLITECNICO DE LA COSTA ALTANTICA,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,SAN CAYETANO,ESP,6,IERDCUIBUCO,PUBLICA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,QUEBRADANEGRA,ESP,6,,PENDIENTE CLASIFICAR,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,MEDELLIN,ESP,ESP,CRISTALERIA PELDAR,PRIVADA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,MEDELLIN,ESP,ESP,LATE CORAZON COLOMBIA CARDIOPROTEGIDA,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,ARBELAEZ,ESP,6,COLEGIO ZARAGOZA,PRIVADA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,CUCUTA,2,1,ENKUBE SAS,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,RIONEGRO,ESP,1,,PENDIENTE CLASIFICAR,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,CHOCONTA,ESP,6,INSTITUTO MUNICIPAL DE DEPORTES,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,MOSQUERA,ESP,1,SECRETARIA DE MOVILIDAD,PUBLICA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,SOACHA,ESP,1,FRAYCO SAS,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,MEDELLIN,ESP,ESP,SENA  AGENCIA PUBLICA DE EMPLEO,PUBLICA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,LA ESPERANZA,2,6,NO,PENDIENTE CLASIFICAR,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,MEDELLIN,ESP,ESP,PROELASTICOS SAS,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CARIBE,ATLANTICO,BARRANQUILLA,1,ESP,LABORATORIO CLINICO CLINICA GENERAL DEL NORTE SAS,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,RICAURTE,ESP,4,KADATUM LC,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,NARIÑO,PASTO,1,1,ICBF,PUBLICA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,SANTANDER,FLORIDABLANCA,2,1,SANTY PAN,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,PAMPLONA,2,6,INSTITUCION EDUCATIVA EL DIAMANTE,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,PAMPLONA,2,6,INSTITUCION EDUCATIVA EL DIAMANTE,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,PAMPLONA,2,6,INSTITUCION EDUCATIVA EL DIAMANTE,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,PAMPLONA,2,6,CENTRO EDUCATIVO RURAL LA LAGUNA,PRIVADA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,FUNZA,ESP,1,830117028,PENDIENTE CLASIFICAR,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,RIONEGRO,ESP,1,CENTRO CARDIOVASCULAR SOMER INCARE SA,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,TURBO,ESP,4,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA,PUBLICA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,FUNZA,ESP,1,IED SAN PATRICIO PUENTE DE PIEDRA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,GUASCA,ESP,6,ALCALDIA DE GUASCA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,GUASCA,ESP,6,ALCALDIA DE GUASCA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,FUNZA,ESP,1,YOKOMOTOR SA,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,RISARALDA,PEREIRA,2,1,AVOFRUIT SAS  CARTAMA (R),PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,SUESCA,ESP,6,SECRETARIA DE SALUD DE COTA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,MEDELLIN,ESP,ESP,EMPRESAS PUBLICAS DE MEDELLIN,PUBLICA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,ZIPAQUIRA,ESP,2,ALCALDIA MUNICIPAL DE CAJICA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CARIBE,LA GUAJIRA,RIOHACHA,4,4,INGENIERO RIOS DANIES FRANCISCO RAMON,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,SOACHA,ESP,1,MIGRACION COLOMBIA,PUBLICA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,SANTANDER DE QUILICHAO,3,5,ICBF,PUBLICA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,SANTANDER DE QUILICHAO,3,5,ICBF,PUBLICA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,SANTANDER DE QUILICHAO,3,5,ICBF,PUBLICA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,CONVENCION,2,6,MEN,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN PACÍFICO,VALLE DEL CAUCA,CALI,ESP,ESP,DANE,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,SASAIMA,ESP,6,IED SAN NICOLAS,PUBLICA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,ARMENIA,ESP,6,COMFENALCO,PRIVADA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,CUCUTA,2,1,CER FLORENTINO BLANCO,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,CUCUTA,2,1,CER FLORENTINO BLANCO,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,CUCUTA,2,1,CER FLORENTINO BLANCO,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,MEDELLIN,ESP,ESP,ASESORIAS RG SAS,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,LA ESTRELLA,ESP,2,SERVALOR IT,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,SANTANDER,GIRON,2,2,UPB,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN LLANO,GUAINIA,INIRIDA,4,6,REGISTRADURIA NACIONAL DEL ESTADO CIVIL,PUBLICA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN EJE CAFETERO,RISARALDA,PEREIRA,2,1,MUNICIPIO DE PEREIRA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,RISARALDA,PEREIRA,2,1,MUNICIPIO DE PEREIRA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,RISARALDA,PEREIRA,2,1,MUNICIPIO DE PEREIRA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,RISARALDA,PEREIRA,2,1,MUNICIPIO DE PEREIRA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,RISARALDA,PEREIRA,2,1,MUNICIPIO DE PEREIRA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,SANTANDER,BUCARAMANGA,2,1,INVIMA,PUBLICA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,SANTANDER,BUCARAMANGA,2,1,INVIMA,PUBLICA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,SIBATE,ESP,5,CONSEJO NACIONAL ELECTORAL,PUBLICA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CARIBE,ATLANTICO,PALMAR DE VARELA,1,6,ALCALDIA MUNICIPAL DE PALMAR DE VARELA,PUBLICA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,SASAIMA,ESP,6,,PENDIENTE CLASIFICAR,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,SASAIMA,ESP,6,,PENDIENTE CLASIFICAR,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,SASAIMA,ESP,6,,PENDIENTE CLASIFICAR,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,ARBOLEDAS,2,6,IE SAN JUAN BOSCO,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,SANTANDER,CALIFORNIA,2,6,GOBERNACION DEL VALLE,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,AGUA DE DIOS,ESP,6,IERD LAGUNA,PUBLICA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,AGUA DE DIOS,ESP,6,IERD LAGUNA,PUBLICA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,AGUA DE DIOS,ESP,6,IERD LAGUNA,PUBLICA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,AGUA DE DIOS,ESP,6,ESCUELA NORMAL SUPERIOR,PRIVADA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,EL COLEGIO,ESP,6,IED JULIO CESAR SANCHEZ ANAPOIMA,PUBLICA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,VALLE DEL CAUCA,CALI,ESP,ESP,CARVAJAL EMPAQUES SA,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,ARMENIA,ESP,6,EDEQ,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,NARIÑO,PASTO,1,1,UNIDAD ADMINISTRATIVA ESPECIAL DE MIGRACION COLOMBIA,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,CALDAS,MANIZALES,2,1,PENDIENTE CLASIFICAR,PENDIENTE CLASIFICAR,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,PULI,ESP,6,ASORGANICOLAS,PRIVADA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO SUR,TOLIMA,CUNDAY,2,6,ALCALDIA MUNICIPAL CUNDAY TOLIMA,PUBLICA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,MEDELLIN,ESP,ESP,BANCO POPULAR,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,MEDELLIN,ESP,ESP,ECOMETRIC SAS,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,MEDELLIN,ESP,ESP,VISIONAMOS SISTEMA DE PAGO DE BAJO VALOR,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,CUCUTA,2,1,I E FRANCISCO DE PAULA SANTANDER,PUBLICA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,RISARALDA,PEREIRA,2,1,ICBF,PUBLICA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,RISARALDA,PEREIRA,2,1,ICBF,PUBLICA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,RISARALDA,PEREIRA,2,1,ICBF,PUBLICA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CARIBE,ATLANTICO,BARRANQUILLA,1,ESP,PETROMIL,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,POPAYAN,3,2,ICBF,PUBLICA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN PACÍFICO,CAUCA,POPAYAN,3,2,ICBF,PUBLICA,NO,19/02/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CARIBE,LA GUAJIRA,RIOHACHA,4,4,CARBONES DE CERREJON LIMITED,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,SABANETA,ESP,1,METRO,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN LLANO,GUAVIARE,SAN JOSE DEL GUAVIARE,4,6,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,PUBLICA,NO,19/02/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN EJE CAFETERO,ANTIOQUIA,VENECIA,ESP,6,CAMILO,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CARIBE,BOLIVAR,CARTAGENA,1,ESP,SUMMUM,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CARIBE,BOLIVAR,SANTA ROSA DEL SUR,1,6,MUNICIPIO DE SANTA ROSA DEL SUR DE BOLIVAR,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,CUNDINAMARCA,GUASCA,ESP,6,ALCALDIA MUNICIPAL DE GUASCA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO SUR,PUTUMAYO,PUERTO ASIS,4,6,LABORATORIO CLINICO MELVA L VILLOTA Z,PRIVADA,SI,21/01/2020,MASCULINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CARIBE,BOLIVAR,SANTA ROSA,1,6,ALCALDIA DE SANTA ROSA,PUBLICA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,NORTE DE SANTANDER,CUCUTA,2,1,COEGIO BRACITOS,PRIVADA,SI,21/01/2020,FEMENINO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
31/12/2020,REGIÓN CARIBE,BOLIVAR,CARTAGENA,1,ESP,PLAN DE EMERGENCIA SOCIAL PEDRO ROMERO ALCALDIA MAYOR DE CARTAGENA DE INDIAS,PUBLICA,SI,21/01/2020,TRANSGENERO,1276529785,10000,31/12/2020
31/12/2020,REGIÓN CENTRO ORIENT,BOGOTA,BOGOTA,,,,,,,,,,
